asin,question,item_name,hours_diff,label
B00LKMHG0E,At https://www.shopnonstopdogwear.com/product/line-harness/ they have a new designed one. The older design is $29,"Non- Stop- Dogwear Leash for Dogs, One Size, Multi",-7,Pre
B01FXDSMLW,I see in one of the previous questions that there is a Promo code discount available.  How do I get the promo code?,SuperATV Flip 3-in-1 Scratch Resistant Windshield for Arctic Cat HDX 700 / Crew 700 (2016-2017) - 3 Different Settings! - Hard-Coated for Extreme Durability and Long Life!,-19,Pre
B07GZCDWP5,Iâ€™m having a hard time pairing the device with my iPhone 6plus. Is anyone else having trouble or have any advice?,"Fitness Tracker Activity Tracker, Waterproof Fitness Activity Watch, Step Counter Pedometer Watch Sleep Monitor Calorie Counter, Smart Bracelet Wristband for Kids Women Men (Purple tacker+black band)",584,Post
B00972M9VK,I just got this and it keeps cutting out could it be the antanae?,"Uniden BC355N 800 MHz 300-Channel Base/Mobile Scanner, Close Call RF Capture, Pre-programmed Search â€œActionâ€ Bands to Hear Police, Ambulance, Fire, Amateur Radio, Public Utilities, Weather, and More, Black",167,Post
B07GB27BVB,How do I down load a user manual?,"YAMAY Fitness Tracker Heart Rate Monitor Watch,IP68 Waterproof Activity Tracker Color Screen Sport Watch with Sleep Tracker Step Counter 14 Sports Mode,Smart Fitness Watch for Kids Men Women",459,Post
B0723HJRRQ,What is size of euroshams?,"Laura Ashley Home | Natalie Collection | Luxury Ultra Soft Comforter, All Season Premium 7 Piece Bedding Set, Stylish Delicate Design for Home DÃ©cor, Full/Queen, Sage",-41,Pre
B07MHGG2ZM,Does this have all over adhesive?,"LuettBiden Compatible [2 - Pack] Apple Watch 38mm Tempered Glass Screen Protector, LuettBiden Anti-Scratch Full Coverage Scratch-Proof Screen Film Compatible 38mm Series 1/2/3(Black)",-17,Pre
B01MY17NOG,I ordered this item and recieved a completely different item. You sent me expo pens instead and when I try to return items it says that I cannot.,Oracal 651 Glossy Permanent Vinyl 12 Inch x 6 Feet - Metallic Silver Grey,769,Post
B07G5715K3,Is there a fluid? It doesn't say anything about fluid. It only says it's ultrasonic,"APlus+ Handheld Dog Repellent, Ultrasonic Infrared Dog Deterrent, Bark Stopper + Good Behavior Dog Training (Classic)",-1,Pre
B07DXKRTHM,Does the marble run blocks work with duplo blocks?,Elover Marble Run Building Blocks Construction Toys Set Puzzle Race Marble Track Game for Kids-73 Pieces,-1,Pre
B0773N21F5,Does it make a ticking noise?,Watches Mens Full Steel Quartz Analog Wrist Watch Men Luxury Brand LIGE Waterproof Date Business Watch,-1460,Pre
B07H9TVQ8S,I see two size charts. which one should i use. im an american man size 42 waist but each size chart says different  in regards to xl or xxl. which wou,Natural Feelings Boxer Briefs Cotton Men's Underwear Boxer Briefs Underwear Men Pack Fly Front with Pouch,-20,Pre
B07C3BNC19,What is the return policy for this item ?,LG Electronics OK75 1000W Entertainment System w/ Karaoke With DJ Effects,-13,Pre
B07G77H4R5,How long of a video can it take?,APEMAN Action Camera 1080P Full HD Web Cam Underwater 30m Waterproof Sport Camera,-1,Pre
B01C7HD7GC,Will this fit to a 2015 Jeep Renegade Trailhawk?,2016-2017 Jeep Renegade Slush Mats All-Weather OEM Mopar Full Set,-18,Pre
B07CL7VRXY,Does this come with one or two?,Daystar KU70058PR Shackle Isolators Pair Purple,-1,Pre
B078FWJVR2,Can it be applied to the vaginal area?,"Life-Flo Estradiol Care, 2 Ounce",-1,Pre
B07CF7FBRV,Is the plug compatible with the Smart Life app?,"BTGGG Wifi Smart Plug with Built-in 2 USB Ports Mini Outlet, Compatible with Alexa Echo and Google Assitant, No Hub Required, 2 Pack, White",-1,Pre
B06Y2BX7BP,What gauge is this for? I don't see the specifications....,LucieABC Tactical 2 Point Shotgun Ammo Sling (Holds 15 Shells) (Black),-3,Pre
B0028N6N0S,Does this fit a Dremel 6300?,"Dremel MM422B Multi-Max Wood and Metal Flush Cut Blade, 3-Pack",-61,Pre
B07L582WNL,are there have lenses on this pair of glasses?  I can't be sure through the picture,Various Blue Light Blocking Glasses Square Nerd Eyeglasses Frame Anti Blue Ray Computer Game Glasses,0,Pre
B07JNP2S2J,Does IPX7 protect the units enough for use in a shower?,True Wireless Stereo Earbuds by Audio Shockerz - Bluetooth V5.0 with a 1600mAh Charging Case - Produces Deep Bass Without Loss of Clarity - IPX7 Waterproof and Compatible with iOS Android and Windows,-2,Pre
B074J6KPWD,Hello my Infinity cube broke and I was wondering if I can get another one so otherwise the old one away and is it ok if you send me another one please,"JOEYANK Fidget Cube New Version Fidget Finger Toys - Infinity Cube prime for Stress and Anxiety relief/ADHD, Ultra Durable",111,Post
B07CZZHGLX,I need a case for a 597 model. Where can I buy one ?,"ESR Yippee Trifold Smart Case for Samsung Galaxy Tab A 10.1 inch (2016 Release) [Only for Models SM-T585(T580/T580N)], Auto Sleep/Wake Lightweight Stand Case, Hard Back Cover, Navy Blue",214,Post
B07DCY1556,It would seem the reviews here for the HP laptop are mixed with mousepad reviews? Beware of what you are reading and the stars.,"2018 Premium HP Envy x360 15.6"" 2-in-1 FHD IPS Business Touchscreen Laptop/Tablet, AMD Quad-Core Ryzen 5 2500U 8GB DDR4 256GB SSD+1TB HDD backlit keyboard B&O Play Audio HDMI WLAN USB Type-C Win 10",520,Post
B06WD5RW5Z,Is this chisel set good on hardwoods? I'm worried about the possibility of the blade chipping.,Yataro Authentic Japanese Chisel Set (5 Piece),62,Post
B076DKCM6G,this stopped working after about a week of rare use. And I can't find the cord. Is there a replacement cord I can get?,"TORCHSTAR Portable LED Camping Lantern, 4-Level Dimmable (300lm-1000lm) Emergency Light with 4400mAh Rechargeable Battery, Waterproof Hiking Fishing Outages Nightlight Survival Tent Lamp, USB Port",601,Post
B0101C3GD4,Is this made in China?,Edlund KT1200 Knife and Gear Replacement Kit for #2 Old Reliable Can Openers,-1,Pre
B019IGJGXI,What is the return policy of the Fender flares if I don't like them when I received them.,"Bushwacker 50921-02 Matte Black Dodge Ram Pocket Style Fender Flare, Set of 4 (Max Coverage)",-795,Pre
B07CGVQ5WJ,What is the proper dosage for this?,Carlyle Lugols Iodine 2 Percent 2 fl oz Twin Pack | Potassium Iodide and Iodine Solution 2% Liquid Drops,180,Post
B071K12WRQ,Will a medium fit my 20 pound bulldog puppy? Or is a small better? Not sure which size to buy,"by Barker Brands Inc. Kong Neoprene Padded Dog Collar (Medium, Red)",-2,Pre
B075SYM5PV,Can the ring be engraved?? Do you provide these services?,King Will Meteor 8mm Mens Tungsten Carbide Wedding Ring Imitated Meteorite Koa Wood Inlay Comfort Fit 9.5,-435,Pre
B07GTFK8G9,Is this All Cotton Material?,BlessLiving Wolf Dream Catcher Bedding 3 Piece White Wolves Bed Set Blue Galaxy Wolf Couple Duvet Cover (King),391,Post
B07B6J9378,How many grams of sugar does the half tea/half lemonade soda have?,"Spindrift Sparkling Water,  Half Tea & Half Lemon Flavored, Made with Real Squeezed Fruit, 12 Fl Oz Cans, Pack of 24 (Only 5 Calories per Seltzer Water Can)",-18,Pre
B0734FP2W4,"can anyone tell me the mg amount of lipase, protease, trypsin & amylase this supplement contains? there is no specific info listed.","Ancestral Supplements Grass Fed Pancreas â€” Digestive, Proteolytic Enzymes (Including Trypsin) and Pancreatic Support (180 Capsules)",-45,Pre
B079XX632M,I need to return mine. Where do I send it?,Harper Crossbody - Gray,583,Post
B07BGRBRTT,Is this usda certified organic?,"[unpa.] Moisturizing & Brightening Peach Bar Soap. 100% Organic. Reduces Dark Spots and Dullness for Blemish-Free, Even Complexion. Powerful Cleansing For Face and Body: Peach Brick, 100g",-196,Pre
B07MDH3KQ4,Where are these made?,"Transer Womens High Waist Sculpting Sleeping Compression Tummy Control Slimming Leggings Pants Leg Shaper (Black, M)",-25,Pre
B074BCK7GD,Will this fit on an umarex walther cp99 pellet pistol?,LaserTac TM-R Rechargeable RED Laser Sight for Subcompact Pistols & Compact Handguns - Fits Springfield XD XD-S XDM S&W M&P Beretta PX-4 Taurus Millenium Walther PPQ PPS PPX PK380 Ruger SR9C,-1,Pre
B07HL6FV9X,I am having trouble with collars shocking when the dogs are well  in range. What could be causing this?,"JUSTPET Wireless Electric Dog Fence Pet Containment System, Safe Effective Anti Over Shock Design, Adjustable Control Range 900 Feet & Display Distance, Rechargeable Waterproof Collar (2 Dog System)",171,Post
B078NHGSPS,Made in USA?,"Benchmade - Mini Freek 565 Knife, Drop-Point Blade, Plain Edge, Coated Finish, Black Handle",14,Pre
B078H22452,Order #113-4705497-6007413... I recieved an empty mailer envelope and no receipt books and end of mailer envelope was torn off. I have sent messages?,"Adams Money and Rent Receipt Book, 3-Part, Carbonless, White/Canary/Pink,7 5/8"" x 10 7/8"", 100 Sets per Book, 5 Books, 500 Sets Total (TC1182)",7969,Post
B004F9LVXC,Will this work with hdcp 2.2?,ViewHD 2 Port 1x2 Powered HDMI Mini Splitter for 1080P & 3D | Model: VHD-1X2MN3D,1,Pre
B07GF3RHJR,"Is the light blue fabric like a turquoise color? Also, is it velvet?","Christopher Knight Home Best Modern Wide Bucket Upholstered Barstool, Light Blue and Black (Set of 2)",-821,Pre
B00WXJ6MHQ,what is the equivalency to fruit or seed in each cap.   If you are supposed to eat a 1/2 avacodo per day how many caps?,"120 Avocado Seed Powder Capsules by Addicted 2 Healthy-1000 mg|Raw,Blood Sugar,Cholesterol,Fiber,Elimination,Weight Loss,Gut Health|Original Manufacturer",69,Post
B003BQ6QXK,"Once stuck to tiles, will I be able to remove the mirror and reuse it in another bathroom with tiles?",ToiletTree Products Fogless Shower Mirror with Squeegee,-742,Pre
B077NG4SR7,Can it be connected to the tm sim hub using ps4?,Thrustmaster TSSH Sequential Handbrake & Shifter for PC,924,Post
B01587EF00,Iâ€™m a size 4 and ordered 3.5 will they fit  ? Keep in mind I have small feet ðŸ˜‚,TXJ Sports Ballet Shoes Pink Point Ballet Shoes for Girls and Women with Ribbon and Toe Pads,79,Post
B01HGM33HG,At what mbps rate does the camera record 4k in?,AKASO EK7000 4K WiFi Sports Action Camera Ultra HD Waterproof DV Camcorder 12MP 170 Degree Wide Angle,6267,Post
B0777N8GPL,Can I extend the distance between the speakers using an extension audio cable?,Creative Pebble 2.0 USB-Powered Desktop Speakers with Far-Field Drivers and Passive Radiators for PCs and Laptops (Black),-5,Pre
B000GAO91K,Why is there a prop 65 warning for this product? It appears above product description and again during checkout when I tried to purchase it.,"Nutiva Organic Cold-Pressed Unrefined Hemp Oil, 24 Ounce",20157,Post
B075WWYBJ7,is this product made in china?,M3 Naturals Retainer and Denture Cleaning Tablets Removes Bacteria Bad Odors Discoloration Stains Plaque for Invisalign Mouth Guard Night Guard and Removable Dental Appliances 120 Tablets,4880,Post
B07F885957,Does this fabric itch?,"Pendleton Women's Merino Ribneck Turtleneck Sweater, Dark Mazarine Blue, LG",-1,Pre
B00XLSMWMW,Would this require moreover than 1 stamp for mailing?,"Note Card Cafe A6 6.5 x 4.75 in Blank Ocean Blue Envelopes | 1000 Pack | Sealable, Square Flap | Perfect for Invitations, Greeting Cards, Showers, Weddings, Mailing, Crafts, Notes | Printable",-1,Pre
B01MAXXTM3,"I got the shirt, it doesn't glow in the dark at all?",DC Comics Flash Boy's Glow in The Dark Tee Medium Red,402,Post
B07DKB7YG8,Did these shrink after washing?,"Match Men's Straight-Fit Casual Pants M3(30W x 31L, 8130 Army Gray)",-1,Pre
B07CMR9STX,Would you say the color is more purple than pink,Handbag Hobo Women Bag Roomy Multiple Pockets Street ladies' Shoulder Bag Fashion PU Tote Satchel Bag for Girl (0038 Purple),-1,Pre
B07FB6SY6Z,Do I have to buy the pc,MSI Full HD Non-Glare 1ms 1920 x 1080 144Hz Refresh Rate USB/DP/HDMI Smart Headset Hanger Free Sync 24â€Gaming Curved Monitor (Optix MAG241C) - Black,-5,Pre
B07CRDHPYZ,What wattage light bulb should I use for this torch lamp,"Warehouse of Tiffany Tiffany-style Peacock Torchiere, new",455,Post
B019BNMVFI,Will this hold a Stradavarious??,"Universal Guitar Stand by Hola! Music - Fits Acoustic, Classical, Electric, Bass Guitars, Mandolins, Banjos, Ukuleles and Other Stringed Instruments - Black",320,Post
B07CQKF128,How do you set the time on this watch?,Jsbaby Kids Smart GPS Watch 1.44 inch Touch Smartwatch GPS Kid Tracker for Children Girls Boys Birthday Gift with Camera SIM Calls Anti-Lost SOS GPS Smartwatch Compatible Phone Android (Pink),358,Post
B00RW1QNMO,is this new,"Whirlpool Part Number 8182697: Microcomputer, Machine Control",-1,Pre
B002Y2SUU4,Does anyone put something heavy to hold it down? Itâ€™s kind of wobbly and Iâ€™m afraid itâ€™ll fall over. Thanks!,Stamina 1690 Power Tower,112,Post
B01LZFSO40,Purchased and received them today. The blue gun does not vibrate when used. The red one seems to be working fine. Anyone else has this issue?,Kidzlane Infrared Laser Tag Game - Set of 2 Red / Blue - Infrared Laser Guns Indoor and Outdoor Activity. Infrared 0.9mW,149,Post
B0781TG6J4,"Hello, I heard that carbon fiber can leave splinters by touching it and maybe make some go air borne while printing. Does this brand of carbon fiber k",Suntop PLA Filament 3D Printer Filament Carbon Fiber Filament 1.75mm 20% Carbon Fiber Dimensional Accuracy +/- 0.03 mm 1kg 2.2lbs Black Spool,126,Post
B01N6JEDYQ,does the drill have a light on the front?,"DEWALT 20V MAX Combo Kit, Compact 4-Tool (DCK423D2)",21,Pre
B075B295PS,What kind of pen holder/organizer would you suggest?,Daily Planner 2020-2021 by Panda Planner I High Performance Time Management Undated Planner I Calendar and Gratitude Journal to Increase Productivity I Undated Monthly Weekly Day Planner,6216,Post
B074CSRG8T,I match perfectly with halocoutureâ€™s 622. It was loaned to me. I canâ€™t afgord their prices and would love to try you!What color do you recommend?,Moresoo Halo Invisible Wire 80 Grams 16 Inch Extensions Halo Human Hair Blonde Highlights Color #6 and #60 Wire Hair Extensions 100% Real Human Hair,-47,Pre
B074VC366F,Will it work on boots stored for a few months? I've had mold grow on them when stored off season...,Dr. Burkenstock's Mold Mildew and Odor Prevention Spray - Non Toxic - 2 Pack - 32 Ounces,-1,Pre
B07L19HBSQ,How does it attach to the trophy ?,TrophySmack Customizable Engraved Name Plate,-12,Pre
B075QD69NF,"Mine did not come with any manual, etc. Just a machine & hose. How do contact someone about operating this?",Do mini Portable Compact Twin Tub Capacity Washing Machine and Spin Dryer,173,Post
B07JFYQG5X,I have charged this watch for 45 minutesâ€”the screen will not turn on.  What am I missing??,"Wesoo Fitness Tracker, Fitness Watch Include Replacement Band, Activity Tracker Smart Band with Sleep Monitor, Smart Bracelet Pedometer Wristband for Kids, Women and Men-(Black+Blue Band)",86,Post
B07F666PT4,"Do these have an expected lifetime?  If so, how long should I expect to be able to rely on them?","Aiibe 10pcs 16GB USB 2.0 Flash Drives Bulk 10 Pack Swivel USB Memory Stick 16 GB Thumb Drives Zip Drive Jump Drive with LED Indicator (16G, 10 Pack, Black)",-7,Pre
B0027CSFQK,I wear size 5.5 in us what size should I get in uk,Kickers Girl's Chi Senior Boots 36 M EU/4 M US Big Kid Black,-14,Pre
B07D6FC2MG,Can you use heat on the bang?,SWIRL BUN BANG (1B Off Black) - Freetress Equal Synthetic Bun & China Bang,219,Post
B07J26P99T,Has anyone used these on heated seats?  Does the warmth of heated seat still get through?,"Inzoey Sheepskin Car Front Seat Cover Pad 18x18inch Long Wool Seat Cushion Winter Warm Universal Fit Auto, SUV, Truck, Dinner Chair Office Chair (Black)",-194,Pre
B073TXD8QR,Will a 2ds fit in here?,"3 in 1 Case for New Nintendo 2DS XL,Carrying Case for Nintendo 2DS XL with Stylus,2 Screen Protector Film and 8 pcs Game Card Cases - Black",4,Pre
B07FNP42G2,I cannot get my new sous vide to connect to my wifi. thereâ€™s no instructions in the little manual or on the internet. can anyone help?,"SUNAVO Sous Vide Cooker,WIFI Immersion Circulator Machine 1000W Accurate Temperature & Timer Setting",244,Post
B01N75BOO9,Can this be personalized,First 5 Years Baby Memory Book + Clean-Touch Ink Pad + Gift Box. Record Your Girl or Boy Photos & Milestones. Keepsake Journal | Scrapbook | Photo Album. Modern Baby Shower Gift for Expecting Parents,-3,Pre
B01HCM818G,Does this come with the oil for first use or do I need to purchase separate?,Briggs & Stratton 1222EE 22-Inch Single-Stage Snow Blower with SnowShredder Auger and Push Button Electric Start,7,Pre
B016TQLQXS,Is this stem 12' end to end or is the stem portion specifically 12'?,"Arrowhead Replacement Stem Assembly Frost Proof 12 """,499,Post
